Employee_ID,Work_Hours_Per_Day,Sleep_Hours_Per_Night,Personal_Time_Hours_Per_Day,Motivation_Level,Work_Stress_Level,Burnout_Rate_Daily,Workload_Intensity,Overtime_Hours_Today
17,3.5,4.0,3.0,2,10,0.96,1,0.0
17,5.0,4.5,3.0,3,10,0.94,3,0.0
17,5.0,6.0,1.0,6,10,0.83,3,0.0
17,6.5,5.5,2.0,5,10,0.86,5,0.0
17,5.5,4.5,0.0,3,10,0.93,4,0.0
17,5.5,4.0,1.0,4,10,0.88,4,0.0
17,6.0,4.5,2.0,6,10,0.82,4,0.0
17,5.5,4.5,2.5,3,10,0.94,4,0.0
17,3.5,7.0,2.0,6,10,0.85,1,0.0
17,5.0,4.0,2.5,3,10,0.93,3,0.0
17,4.5,5.5,1.0,5,10,0.86,2,0.0
17,5.0,5.0,1.0,5,10,0.88,3,0.0
17,5.5,5.0,3.5,5,10,0.86,4,0.0
17,5.5,5.0,0.0,3,10,0.93,4,0.0
17,3.0,5.5,4.0,7,10,0.79,1,0.0
17,5.5,7.0,2.5,5,10,0.85,4,0.0
17,7.0,3.5,0.0,3,10,0.9,5,0.0
17,5.0,5.0,2.5,6,9,0.78,3,0.0
17,6.0,5.0,4.0,4,10,0.86,4,0.0
17,7.0,5.0,3.0,2,10,0.95,5,0.0
17,4.5,6.0,1.0,6,10,0.84,2,0.0
17,7.0,5.0,2.5,4,10,0.89,5,0.0
17,7.0,6.0,1.5,5,10,0.87,5,0.0
17,7.0,5.0,2.0,4,10,0.92,5,0.0
17,2.5,5.0,0.0,5,10,0.87,1,0.0
17,7.5,5.5,1.5,4,10,0.89,5,0.0
17,3.0,5.5,3.0,4,10,0.9,1,0.0
17,5.0,4.5,3.0,3,10,0.93,3,0.0
17,1.5,3.5,1.0,3,10,0.93,1,0.0
17,7.0,5.0,1.5,2,10,0.95,5,0.0
17,3.0,5.5,2.5,6,10,0.81,1,0.0
17,6.0,5.0,3.0,4,10,0.89,4,0.0
17,4.5,6.0,1.5,5,10,0.85,2,0.0
17,2.0,5.5,2.0,6,10,0.81,1,0.0
17,3.0,5.0,1.5,6,10,0.84,1,0.0
17,8.0,6.0,2.0,4,10,0.88,5,0.0
17,4.5,4.5,2.0,3,10,0.94,2,0.0
17,3.0,6.0,1.5,6,9,0.8,1,0.0
17,2.5,4.0,2.0,4,10,0.89,1,0.0
17,2.5,5.0,3.0,5,10,0.86,1,0.0
17,5.5,5.0,1.5,3,10,0.92,4,0.0
17,5.5,5.0,1.0,6,10,0.84,4,0.0
17,3.5,4.5,2.5,3,10,0.94,1,0.0
17,2.0,6.5,1.5,4,10,0.89,1,0.0
17,8.5,5.0,2.0,4,10,0.89,5,0.5
17,4.0,6.0,2.5,5,10,0.86,2,0.0
17,5.0,5.0,1.5,3,10,0.93,3,0.0
17,4.0,3.0,2.5,2,10,0.96,2,0.0
17,3.5,6.0,2.0,4,10,0.89,1,0.0
17,5.5,6.0,1.5,4,10,0.9,4,0.0
17,3.5,4.0,1.0,6,10,0.84,1,0.0
17,4.5,4.5,0.5,3,10,0.93,2,0.0
17,5.0,5.0,3.0,4,10,0.9,3,0.0
18,0.0,7.0,2.0,6,4,0.35,1,0.0
18,3.5,7.0,3.0,4,4,0.42,1,0.0
18,6.0,5.0,2.0,4,4,0.4,4,0.0
18,3.5,5.5,3.0,6,5,0.41,1,0.0
18,6.0,6.5,1.5,5,5,0.51,4,0.0
18,2.0,6.0,2.5,5,6,0.58,1,0.0
18,2.0,6.5,1.5,4,6,0.58,1,0.0
18,4.0,6.5,1.0,3,6,0.59,2,0.0
18,2.0,6.0,3.0,3,6,0.62,1,0.0
18,3.0,6.5,3.0,4,6,0.59,1,0.0
18,6.5,6.0,2.0,3,6,0.63,5,0.0
18,6.0,6.5,1.5,4,6,0.59,4,0.0
18,5.5,5.0,2.0,1,6,0.66,4,0.0
18,5.0,5.0,3.0,4,6,0.58,3,0.0
18,4.5,4.0,2.5,2,6,0.65,2,0.0
18,5.5,4.0,2.5,4,6,0.61,4,0.0
18,4.5,5.5,2.5,5,7,0.59,2,0.0
18,5.0,5.0,3.0,1,7,0.78,3,0.0
18,5.0,6.0,2.0,2,7,0.72,3,0.0
18,5.0,6.0,1.5,4,8,0.7,3,0.0
18,3.5,4.0,1.5,2,8,0.78,1,0.0
18,4.5,6.5,3.0,3,8,0.76,2,0.0
18,5.5,4.0,3.5,3,8,0.78,4,0.0
18,6.0,4.5,2.0,1,8,0.88,4,0.0
18,2.5,3.5,3.0,1,9,0.88,1,0.0
18,5.5,3.5,3.0,2,9,0.89,4,0.0
18,4.5,5.0,0.0,4,10,0.89,2,0.0
18,4.5,4.5,1.0,1,10,1.0,2,0.0
18,2.0,5.0,1.5,2,10,0.96,1,0.0
18,4.0,4.0,2.5,1,10,1.0,2,0.0
18,5.5,5.0,1.5,1,10,0.97,4,0.0
18,4.0,4.0,1.5,1,10,0.99,2,0.0
18,5.0,5.5,2.5,2,10,0.97,3,0.0
18,5.5,3.5,4.0,1,10,1.0,4,0.0
18,1.5,6.5,1.5,3,10,0.92,1,0.0
18,3.5,3.5,2.0,1,10,1.0,1,0.0
18,5.5,5.5,3.5,3,10,0.94,4,0.0
18,6.5,4.0,3.5,1,10,1.0,5,0.0
18,4.5,6.0,1.5,2,10,0.95,2,0.0
18,4.5,6.0,2.0,2,10,0.98,2,0.0
18,3.5,7.0,2.5,2,10,0.97,1,0.0
18,7.0,4.0,2.5,1,10,0.99,5,0.0
18,7.5,4.0,3.0,1,10,1.0,5,0.0
18,2.0,4.5,3.5,1,10,1.0,1,0.0
18,5.0,4.5,2.0,2,10,0.95,3,0.0
18,4.5,5.0,2.0,4,10,0.89,2,0.0
18,4.5,5.5,0.5,3,10,0.91,2,0.0
18,7.0,4.5,4.0,1,10,1.0,5,0.0
18,5.5,5.0,1.0,2,10,0.97,4,0.0
18,5.5,4.5,3.0,1,10,1.0,4,0.0
18,6.5,5.0,4.0,1,10,0.99,5,0.0
18,3.5,4.5,2.5,2,10,0.98,1,0.0
18,5.5,5.5,2.5,2,10,0.98,4,0.0
18,5.0,5.5,3.0,2,10,0.91,3,0.0
18,6.5,5.5,2.5,3,10,0.93,5,0.0
18,6.0,4.0,0.5,3,10,0.93,4,0.0
18,8.5,4.0,1.5,2,10,0.96,5,0.5
18,3.5,4.0,1.0,1,10,0.97,1,0.0
18,5.5,5.0,2.5,2,10,0.95,4,0.0
18,4.0,5.0,3.0,2,10,0.97,2,0.0
18,6.0,4.0,1.0,1,10,1.0,4,0.0
18,6.5,3.5,1.5,1,10,0.98,5,0.0
18,4.0,6.5,3.0,2,10,0.94,2,0.0
18,2.0,4.0,3.5,2,10,0.98,1,0.0
18,4.0,3.5,0.0,1,10,0.99,2,0.0
18,6.5,4.5,1.5,1,10,0.99,5,0.0
18,7.5,4.0,0.5,1,10,0.99,5,0.0
18,2.0,6.0,3.0,1,10,1.0,1,0.0
18,4.5,4.5,2.0,1,10,1.0,2,0.0
18,4.5,3.5,3.0,1,9,0.91,2,0.0
18,7.0,4.5,0.5,1,8,0.88,5,0.0
18,5.0,3.5,4.5,1,7,0.79,3,0.0
18,5.0,6.0,2.5,3,7,0.74,3,0.0
18,2.5,5.5,2.5,2,8,0.81,1,0.0
18,5.0,5.0,3.0,2,7,0.75,3,0.0
18,5.0,6.5,1.0,4,8,0.75,3,0.0
18,0.5,6.5,4.5,5,9,0.78,1,0.0
18,8.0,6.5,2.5,3,9,0.83,5,0.0
18,4.5,6.0,1.5,2,9,0.89,2,0.0
18,4.5,5.5,0.5,3,10,0.91,2,0.0
18,5.0,5.5,2.5,1,10,0.99,3,0.0
18,5.5,6.0,2.5,3,10,0.93,4,0.0
18,5.5,3.5,1.5,2,10,0.98,4,0.0
18,4.0,4.5,3.0,2,10,0.98,2,0.0
18,4.0,3.0,3.0,1,10,0.99,2,0.0
18,3.5,5.5,0.5,2,10,0.98,1,0.0
18,7.5,3.0,2.0,2,10,0.94,5,0.0
18,8.0,4.0,2.5,1,10,0.99,5,0.0
18,1.5,6.0,2.0,1,10,1.0,1,0.0
18,5.5,5.0,1.5,3,10,0.94,4,0.0
18,5.5,4.5,1.5,1,10,1.0,4,0.0
18,4.0,4.0,0.5,4,10,0.89,2,0.0
18,5.0,6.0,1.0,1,10,0.96,3,0.0
18,7.0,5.0,3.0,1,10,0.96,5,0.0
18,6.5,5.5,3.5,2,10,0.95,5,0.0
18,5.0,6.0,3.0,2,10,0.97,3,0.0
18,5.0,5.5,4.0,4,10,0.91,3,0.0
18,5.5,5.5,1.5,1,10,1.0,4,0.0
18,4.5,6.0,3.5,1,10,0.99,2,0.0
18,3.5,6.0,2.0,2,10,0.98,1,0.0
18,2.5,5.5,2.0,4,9,0.84,1,0.0
18,6.0,7.0,2.0,3,10,0.92,4,0.0
18,9.0,6.0,1.0,1,10,0.99,5,1.0
18,6.0,5.5,3.0,3,10,0.89,4,0.0
18,4.0,6.0,2.5,1,10,0.99,2,0.0
18,8.0,3.5,1.0,1,10,0.99,5,0.0
18,2.0,4.0,1.0,2,10,0.98,1,0.0
18,4.0,5.5,2.5,4,10,0.89,2,0.0
18,2.0,5.0,3.0,3,10,0.94,1,0.0
18,3.5,4.5,2.5,1,10,0.98,1,0.0
18,2.5,3.5,2.0,2,10,0.96,1,0.0
18,6.0,6.5,2.0,4,9,0.85,4,0.0
18,4.5,3.5,1.5,2,10,0.97,2,0.0
18,4.5,6.5,3.5,2,9,0.86,2,0.0
18,4.5,6.5,1.0,3,8,0.83,2,0.0
18,2.0,6.0,1.0,4,8,0.73,1,0.0
18,3.5,3.5,4.0,1,8,0.86,1,0.0
18,3.5,3.0,0.0,2,9,0.88,1,0.0
18,4.0,4.5,1.0,1,9,0.94,2,0.0
18,4.0,5.5,1.0,2,10,0.93,2,0.0
18,7.0,4.5,4.0,1,10,0.98,5,0.0
18,4.5,6.0,2.5,1,10,1.0,2,0.0
18,4.5,6.0,1.5,3,10,0.95,2,0.0
18,4.0,4.0,0.5,1,10,0.99,2,0.0
18,6.5,4.5,1.5,2,10,0.97,5,0.0
18,7.0,6.5,1.0,2,10,0.93,5,0.0
18,5.0,5.5,2.0,4,10,0.91,3,0.0
18,6.5,5.0,1.0,3,10,0.94,5,0.0
18,6.5,6.5,1.5,4,10,0.92,5,0.0
18,5.0,6.5,1.5,2,9,0.88,3,0.0
18,7.0,5.5,1.0,3,9,0.84,5,0.0
18,5.0,6.5,1.5,2,10,0.96,3,0.0
18,4.5,4.0,3.0,1,10,0.99,2,0.0
18,6.5,5.5,1.5,2,10,0.96,5,0.0
18,6.5,6.0,2.0,2,10,0.97,5,0.0
18,9.0,5.0,2.5,3,10,0.95,5,1.0
18,4.5,5.0,1.0,4,10,0.9,2,0.0
18,6.5,5.0,1.5,1,10,0.99,5,0.0
18,5.5,5.0,3.5,2,10,0.98,4,0.0
18,5.5,6.0,2.0,1,10,0.99,4,0.0
18,2.0,6.5,0.5,1,10,1.0,1,0.0
18,5.0,4.5,3.5,1,10,1.0,3,0.0
18,5.5,5.5,2.0,1,10,1.0,4,0.0
18,6.0,7.0,0.5,3,10,0.93,4,0.0
18,4.0,3.0,1.5,2,10,0.96,2,0.0
18,5.5,3.5,2.0,2,10,0.96,4,0.0
18,3.5,6.5,2.5,2,10,0.93,1,0.0
18,6.5,5.0,1.0,2,10,0.95,5,0.0
18,7.0,5.0,1.0,1,10,1.0,5,0.0
18,5.0,5.5,2.5,3,10,0.92,3,0.0
18,7.5,5.0,0.5,3,10,0.92,5,0.0
18,2.5,6.5,2.0,4,10,0.88,1,0.0
18,5.0,4.5,4.0,1,10,0.96,3,0.0
18,5.0,5.0,1.0,1,10,1.0,3,0.0
18,6.0,5.5,0.0,4,10,0.91,4,0.0
18,1.5,6.0,1.5,4,10,0.9,1,0.0
18,4.5,4.0,0.5,1,10,1.0,2,0.0
18,5.0,5.0,3.0,1,10,1.0,3,0.0
18,4.5,4.5,3.0,2,10,0.97,2,0.0
18,5.5,5.5,0.5,2,10,0.95,4,0.0
18,6.0,5.0,2.5,2,10,0.98,4,0.0
18,4.0,5.5,1.0,2,10,0.95,2,0.0
18,3.5,4.0,1.0,1,10,0.99,1,0.0
18,0.5,6.5,2.0,3,10,0.94,1,0.0
18,1.0,4.5,3.5,1,10,1.0,1,0.0
18,1.5,6.5,2.0,1,10,0.98,1,0.0
18,4.5,4.5,2.0,1,10,1.0,2,0.0
18,3.0,3.5,3.0,1,10,1.0,1,0.0
18,1.5,7.0,2.5,4,10,0.89,1,0.0
18,4.5,5.5,0.0,3,10,0.93,2,0.0
18,4.0,5.0,2.0,4,10,0.89,2,0.0
18,8.5,4.0,1.5,2,10,0.98,5,0.5
18,6.0,5.0,2.0,3,10,0.94,4,0.0
18,5.5,5.5,2.0,2,10,0.96,4,0.0
18,4.0,4.0,3.0,1,10,1.0,2,0.0
18,6.0,3.5,1.0,1,10,1.0,4,0.0
18,6.5,4.0,3.0,1,10,1.0,5,0.0
18,7.0,5.0,2.0,3,10,0.93,5,0.0
18,5.5,4.5,2.0,2,10,0.95,4,0.0
18,4.0,5.5,3.5,2,10,0.98,2,0.0
19,1.0,7.5,0.5,5,3,0.32,1,0.0
19,6.0,6.0,2.5,3,2,0.3,4,0.0
19,3.0,5.0,2.0,6,2,0.21,1,0.0
19,6.0,7.0,2.5,3,1,0.26,4,0.0
19,6.5,7.5,3.5,4,1,0.19,5,0.0
19,4.5,7.0,1.5,4,1,0.21,2,0.0
19,4.5,8.0,0.5,6,2,0.23,2,0.0
19,5.5,6.5,2.5,3,2,0.35,4,0.0
19,3.5,6.0,1.0,2,2,0.34,1,0.0
19,2.5,6.0,5.0,6,2,0.22,1,0.0
19,4.0,6.0,2.0,5,2,0.24,2,0.0
19,6.0,5.5,2.0,4,2,0.25,4,0.0
19,7.0,5.5,1.0,3,2,0.31,5,0.0
19,3.5,8.0,3.0,5,1,0.19,1,0.0
19,6.0,7.0,1.5,4,2,0.3,4,0.0
19,2.0,5.5,2.0,5,2,0.26,1,0.0
19,4.0,6.5,1.0,5,3,0.29,2,0.0
19,5.0,5.5,1.5,3,4,0.48,3,0.0
19,6.0,4.5,0.0,2,4,0.53,4,0.0
19,2.5,5.0,3.5,3,6,0.59,1,0.0
19,7.0,6.5,0.5,2,6,0.6,5,0.0
19,4.0,5.5,1.5,4,6,0.58,2,0.0
19,2.5,6.0,2.5,2,5,0.6,1,0.0
19,6.0,6.0,3.0,2,5,0.6,4,0.0
19,5.0,5.5,1.0,6,5,0.47,3,0.0
19,4.5,6.5,3.0,2,5,0.59,2,0.0
19,2.5,6.5,2.5,1,6,0.66,1,0.0
19,5.5,6.0,2.5,3,6,0.6,4,0.0
19,3.5,6.0,2.0,4,7,0.65,1,0.0
19,5.0,5.5,1.0,1,7,0.75,3,0.0
19,1.5,4.0,2.5,1,7,0.76,1,0.0
19,5.5,7.0,2.0,2,6,0.65,4,0.0
19,4.5,5.0,1.5,2,6,0.67,2,0.0
19,3.5,5.0,5.0,1,7,0.76,1,0.0
19,4.0,5.5,3.5,1,7,0.77,2,0.0
19,4.5,3.0,1.5,1,8,0.83,2,0.0
19,3.5,6.0,0.0,1,8,0.81,1,0.0
19,8.0,5.5,1.5,1,8,0.88,5,0.0
19,4.5,4.0,3.0,1,9,0.92,2,0.0
19,4.0,5.0,1.5,1,9,0.95,2,0.0
19,5.0,6.5,1.0,3,9,0.89,3,0.0
19,5.0,5.5,2.0,1,10,0.96,3,0.0
19,4.5,5.0,2.0,2,10,0.95,2,0.0
19,5.5,6.0,1.0,1,9,0.94,4,0.0
19,4.5,5.0,2.0,1,9,0.95,2,0.0
19,7.5,4.5,2.5,1,10,1.0,5,0.0
19,3.5,3.0,1.0,1,9,0.95,1,0.0
19,4.5,4.5,2.5,1,10,0.99,2,0.0
19,4.5,5.0,1.0,1,10,1.0,2,0.0
19,7.5,5.0,2.0,1,10,0.99,5,0.0
19,4.5,5.5,3.0,2,10,0.95,2,0.0
19,3.0,4.0,2.5,1,10,1.0,1,0.0
19,1.0,5.5,0.5,1,10,1.0,1,0.0
19,5.5,5.5,3.5,1,10,1.0,4,0.0
19,6.5,6.0,2.5,1,10,1.0,5,0.0
19,6.0,3.5,2.0,1,10,1.0,4,0.0
19,5.0,5.0,3.0,1,10,0.99,3,0.0
19,4.0,6.0,1.0,2,10,0.95,2,0.0
19,5.0,7.0,3.5,1,10,1.0,3,0.0
19,4.0,3.5,3.0,1,10,1.0,2,0.0
19,7.0,6.0,3.0,2,10,0.97,5,0.0
19,6.5,5.5,0.0,1,10,1.0,5,0.0
19,5.0,6.0,2.5,1,10,1.0,3,0.0
19,4.5,3.5,1.5,1,10,1.0,2,0.0
19,3.0,6.5,0.5,1,10,0.99,1,0.0
19,2.5,4.5,1.0,1,10,1.0,1,0.0
19,7.5,4.5,1.0,1,10,1.0,5,0.0
19,4.0,6.5,2.0,2,10,0.96,2,0.0
19,6.0,4.5,3.0,1,9,0.95,4,0.0
19,5.0,5.5,1.5,1,9,0.9,3,0.0
19,4.0,6.0,2.5,1,9,0.92,2,0.0
19,3.5,4.0,1.5,1,10,1.0,1,0.0
19,5.5,5.0,2.0,1,9,0.93,4,0.0
19,6.5,3.5,1.5,1,9,0.95,5,0.0
19,4.5,5.0,2.0,2,10,0.95,2,0.0
19,7.5,5.0,2.5,1,10,1.0,5,0.0
19,5.0,6.0,3.0,1,10,1.0,3,0.0
19,6.5,4.0,3.0,1,10,1.0,5,0.0
19,3.0,7.0,2.5,1,10,0.98,1,0.0
19,7.0,5.0,3.0,1,10,0.99,5,0.0
19,1.5,6.0,0.5,1,10,1.0,1,0.0
19,6.5,6.0,2.0,1,10,0.98,5,0.0
19,7.5,5.0,2.5,2,10,0.96,5,0.0
19,6.5,5.0,3.0,1,10,1.0,5,0.0
19,4.5,6.0,1.5,1,10,0.99,2,0.0
19,5.0,3.0,2.5,1,10,1.0,3,0.0
19,5.5,6.0,1.5,2,10,0.97,4,0.0
19,6.0,6.5,2.0,1,10,0.98,4,0.0
19,5.5,5.5,1.0,2,10,0.96,4,0.0
19,5.5,3.0,3.0,1,9,0.94,4,0.0
19,4.5,6.5,2.0,2,9,0.9,2,0.0
19,5.0,4.0,1.0,1,10,1.0,3,0.0
19,6.5,4.5,2.5,1,10,0.96,5,0.0
19,4.0,4.0,2.5,1,10,0.98,2,0.0
19,4.5,4.5,2.0,1,10,0.98,2,0.0
19,8.5,4.0,2.0,1,10,1.0,5,0.5
19,3.0,5.0,1.0,2,10,0.98,1,0.0
19,5.0,6.0,2.0,1,10,1.0,3,0.0
19,7.0,6.5,2.0,1,10,0.98,5,0.0
19,3.0,4.0,1.5,1,10,1.0,1,0.0
19,4.5,5.0,2.5,1,10,1.0,2,0.0
19,7.0,7.0,0.5,1,10,0.98,5,0.0
19,5.0,5.0,2.5,1,10,1.0,3,0.0
19,4.5,5.5,2.5,1,10,1.0,2,0.0
19,4.5,6.0,4.0,2,10,0.94,2,0.0
19,5.5,6.0,1.5,1,9,0.94,4,0.0
19,4.5,5.0,1.5,1,9,0.95,2,0.0
19,6.0,5.5,1.5,2,9,0.93,4,0.0
19,5.0,4.0,1.0,1,10,1.0,3,0.0
19,4.5,6.5,1.5,2,10,0.96,2,0.0
19,5.0,5.5,3.5,1,10,1.0,3,0.0
19,6.5,5.0,2.5,1,10,0.99,5,0.0
19,5.0,6.0,2.0,1,10,1.0,3,0.0
19,5.0,7.0,2.0,2,10,0.96,3,0.0
19,6.5,3.0,2.0,1,9,0.95,5,0.0
19,2.0,6.5,3.5,1,10,0.97,1,0.0
19,7.0,6.5,3.0,1,10,0.96,5,0.0
19,4.0,4.5,3.5,1,10,1.0,2,0.0
19,8.0,4.0,2.5,1,10,0.99,5,0.0
19,4.5,5.0,2.0,2,10,0.98,2,0.0
19,4.5,4.5,2.0,1,10,0.98,2,0.0
19,4.5,5.5,1.0,2,10,0.96,2,0.0
19,5.0,5.5,3.0,1,10,1.0,3,0.0
19,3.0,4.5,0.0,1,10,1.0,1,0.0
19,3.5,4.0,3.0,2,10,0.96,1,0.0
19,3.5,4.5,1.5,2,10,0.95,1,0.0
19,2.0,4.0,3.0,1,10,1.0,1,0.0
19,3.5,7.0,1.5,1,10,0.96,1,0.0
19,4.0,5.5,2.0,1,10,0.99,2,0.0
19,6.5,4.5,1.5,1,10,1.0,5,0.0
19,6.0,7.5,1.5,2,10,0.98,4,0.0
19,7.0,6.0,2.0,1,10,0.98,5,0.0
19,4.0,6.0,1.0,1,9,0.94,2,0.0
19,4.0,4.5,2.0,1,10,1.0,2,0.0
19,4.0,5.5,3.5,1,10,1.0,2,0.0
19,3.0,4.5,4.0,1,10,1.0,1,0.0
19,5.0,4.0,3.0,1,10,1.0,3,0.0
19,5.0,5.0,0.0,1,10,1.0,3,0.0
19,6.0,6.0,1.0,1,10,1.0,4,0.0
19,6.0,3.5,1.5,1,10,0.96,4,0.0
19,4.5,4.5,2.5,1,10,0.99,2,0.0
19,6.5,4.5,0.5,1,10,0.98,5,0.0
19,3.5,4.5,2.5,1,10,0.98,1,0.0
19,7.0,5.0,0.5,2,10,0.95,5,0.0
19,5.5,4.5,1.5,1,10,0.98,4,0.0
19,8.0,4.5,3.5,1,10,0.99,5,0.0
19,4.5,3.5,2.5,1,10,1.0,2,0.0
19,2.5,5.0,1.0,2,10,0.97,1,0.0
19,6.5,6.0,2.0,1,10,1.0,5,0.0
19,6.0,6.0,1.5,1,10,1.0,4,0.0
19,5.5,6.0,2.5,1,9,0.94,4,0.0
19,6.5,4.5,2.5,1,10,0.99,5,0.0
19,4.5,4.5,1.5,1,10,1.0,2,0.0
19,5.0,4.0,2.0,1,10,0.96,3,0.0
19,5.0,4.5,1.5,1,10,1.0,3,0.0
19,5.0,4.5,2.0,1,10,1.0,3,0.0
19,4.5,7.0,2.0,1,9,0.93,2,0.0
19,4.0,6.5,3.5,1,10,0.99,2,0.0
19,4.5,6.5,2.0,3,10,0.92,2,0.0
19,5.0,5.0,1.5,1,10,0.99,3,0.0
19,5.0,6.5,0.5,1,10,1.0,3,0.0
19,3.5,4.5,2.5,1,10,1.0,1,0.0
19,4.5,4.5,1.0,1,10,1.0,2,0.0
19,6.5,4.5,0.0,1,10,1.0,5,0.0
19,6.0,5.0,2.0,1,10,1.0,4,0.0
19,4.0,7.0,0.5,1,10,1.0,2,0.0
19,4.0,8.5,3.0,1,10,0.96,2,0.0
19,6.0,4.5,1.5,1,10,1.0,4,0.0
19,5.0,5.0,3.0,1,10,1.0,3,0.0
19,4.5,6.5,2.0,1,9,0.95,2,0.0
19,3.5,4.0,2.5,1,9,0.95,1,0.0
19,4.0,4.5,2.0,2,10,0.98,2,0.0
19,9.0,4.5,1.0,1,10,1.0,5,1.0
19,6.0,4.0,2.0,1,10,0.98,4,0.0
19,5.5,5.5,1.5,3,10,0.94,4,0.0
19,7.0,5.5,2.5,2,10,0.95,5,0.0
19,5.5,6.0,3.0,1,10,0.98,4,0.0
19,8.5,4.0,1.0,1,10,0.99,5,0.5
19,6.5,3.5,3.5,1,10,1.0,5,0.0
19,5.0,3.5,2.5,1,10,1.0,3,0.0
20,7.5,6.5,3.0,6,3,0.34,5,0.0
20,6.0,6.5,3.0,6,4,0.36,4,0.0
20,3.0,6.0,3.5,5,5,0.46,1,0.0
20,3.5,6.0,2.5,4,5,0.51,1,0.0
20,5.0,5.5,1.5,6,4,0.37,3,0.0
20,6.5,6.0,1.0,6,4,0.36,5,0.0
20,3.5,5.5,3.0,7,4,0.32,1,0.0
20,5.5,7.0,2.5,6,4,0.34,4,0.0
20,2.0,7.0,2.0,5,4,0.37,1,0.0
20,4.0,7.5,2.5,5,3,0.34,2,0.0
20,3.5,5.5,2.0,7,3,0.29,1,0.0
20,5.5,6.5,2.0,6,3,0.32,4,0.0
20,7.5,5.5,2.5,7,4,0.35,5,0.0
20,5.5,7.5,4.0,5,5,0.44,4,0.0
20,5.0,6.5,2.0,6,5,0.44,3,0.0
20,4.5,5.5,2.5,6,6,0.49,2,0.0
20,7.5,5.0,1.0,4,6,0.59,5,0.0
20,2.0,4.0,2.0,4,6,0.63,1,0.0
20,5.5,4.5,3.0,2,6,0.69,4,0.0
20,6.0,5.5,1.5,5,7,0.63,4,0.0
20,4.5,4.0,3.0,4,7,0.66,2,0.0
20,5.0,5.5,2.5,4,7,0.64,3,0.0
20,4.0,6.0,1.5,6,7,0.6,2,0.0
20,4.0,6.0,2.0,4,8,0.74,2,0.0
20,5.0,6.5,1.0,5,8,0.66,3,0.0
20,6.0,5.0,2.0,5,7,0.67,4,0.0
20,6.5,6.0,1.0,5,7,0.61,5,0.0
20,6.5,7.0,1.0,6,6,0.58,5,0.0
20,6.0,7.0,3.0,4,6,0.57,4,0.0
20,4.5,7.5,1.5,5,5,0.5,2,0.0
20,5.0,7.0,1.0,4,4,0.47,3,0.0
20,5.5,6.0,3.5,6,4,0.38,4,0.0
20,3.5,7.5,1.0,4,4,0.42,1,0.0
20,6.0,8.0,3.0,6,4,0.41,4,0.0
20,5.0,7.0,1.0,6,4,0.42,3,0.0
20,6.0,6.0,2.0,5,5,0.45,4,0.0
20,5.0,6.5,3.0,8,4,0.28,3,0.0
20,6.0,7.0,3.0,4,4,0.43,4,0.0
20,3.0,7.5,1.0,5,4,0.42,1,0.0
20,4.0,5.5,1.0,6,5,0.46,2,0.0
20,4.0,6.0,1.0,6,6,0.49,2,0.0
20,3.0,7.5,3.5,6,6,0.55,1,0.0
20,2.5,6.5,2.0,5,5,0.51,1,0.0
20,3.5,6.0,2.0,6,6,0.5,1,0.0
20,3.5,6.5,3.0,4,6,0.54,1,0.0
20,4.0,7.0,1.0,4,6,0.57,2,0.0
20,2.0,5.0,2.0,3,6,0.6,1,0.0
20,3.5,6.5,2.0,6,4,0.38,1,0.0
20,5.5,5.5,1.0,6,5,0.46,4,0.0
20,5.0,6.0,2.5,5,5,0.51,3,0.0
20,3.5,4.5,2.5,4,6,0.61,1,0.0
20,4.0,7.0,2.5,4,7,0.68,2,0.0
20,8.0,4.0,2.0,3,7,0.74,5,0.0
20,4.0,5.0,3.0,5,8,0.73,2,0.0
20,4.0,5.0,1.5,5,9,0.8,2,0.0
20,5.0,4.5,0.5,3,10,0.91,3,0.0
20,7.0,6.0,4.5,6,10,0.8,5,0.0
20,5.0,6.0,5.0,4,10,0.88,3,0.0
20,3.5,6.5,2.0,2,10,0.95,1,0.0
20,5.5,3.5,2.0,1,10,1.0,4,0.0
20,4.0,5.5,3.5,4,10,0.89,2,0.0
20,7.0,5.5,3.0,3,10,0.91,5,0.0
20,4.5,6.5,1.0,2,10,0.93,2,0.0
20,5.0,4.5,1.5,2,10,0.96,3,0.0
20,6.0,6.0,2.5,4,10,0.88,4,0.0
20,4.5,4.0,0.0,3,10,0.93,2,0.0
20,5.0,5.5,2.0,4,10,0.89,3,0.0
20,3.0,5.0,1.5,1,10,0.99,1,0.0
20,5.0,5.0,1.5,2,10,0.98,3,0.0
20,6.5,3.0,1.5,2,10,0.93,5,0.0
20,3.5,5.0,0.0,5,10,0.87,1,0.0
20,3.5,6.0,2.5,4,10,0.89,1,0.0
20,6.0,5.5,2.0,3,10,0.94,4,0.0
20,7.0,4.0,1.5,3,10,0.93,5,0.0
20,3.5,5.5,2.0,2,10,0.97,1,0.0
20,1.0,4.0,2.5,2,10,0.97,1,0.0
20,5.5,5.5,2.0,2,10,0.95,4,0.0
20,8.0,5.0,1.0,4,10,0.89,5,0.0
20,8.5,6.0,2.0,3,10,0.94,5,0.5
20,2.5,4.0,4.5,3,10,0.94,1,0.0
20,7.0,7.0,3.0,4,10,0.88,5,0.0
20,5.5,4.0,3.0,2,10,0.98,4,0.0
20,3.5,6.0,3.0,5,10,0.87,1,0.0
