timestamp,stress_level,sleep_hours,workload,fatigue_level,mood_score,physical_activity_minutes,caffeine_intake_mg,social_interactions,anxiety_level,stress_level_rolling7,sleep_hours_rolling7,fatigue_level_rolling7,workload_rolling7,anxiety_level_rolling7,burnout_risk
2023-03-12 00:00:00,6.0,8.0,3.0,10.0,7.0,37.85,426.68,10.0,10.0,5.0,7.0,4.0,4.0,8.0,0
2023-03-13 00:00:00,5.0,8.0,8.0,7.0,5.0,6.84,248.9,9.0,9.0,5.0,4.0,6.0,5.0,5.0,0
2023-03-14 00:00:00,4.0,4.0,7.0,5.0,7.0,94.94,226.53,2.0,1.0,5.0,6.0,5.0,5.0,6.0,0
2023-03-15 00:00:00,4.0,9.0,2.0,7.0,6.0,105.81,126.08,8.0,8.0,4.0,7.0,4.0,5.0,4.0,0
2023-03-16 00:00:00,2.0,5.0,8.0,1.0,10.0,27.93,56.98,1.0,10.0,6.0,7.0,5.0,4.0,6.0,0
2023-03-17 00:00:00,6.0,5.0,6.0,8.0,9.0,20.83,407.88,7.0,5.0,3.0,4.0,7.0,6.0,6.0,0
2023-03-18 00:00:00,7.0,5.0,2.0,6.0,9.0,82.47,475.98,5.0,7.0,5.0,5.0,6.0,6.0,6.0,0
2023-03-19 00:00:00,1.0,5.0,5.0,5.0,10.0,68.42,374.92,5.0,9.0,6.0,6.0,5.0,5.0,7.0,0
2023-03-20 00:00:00,10.0,3.0,2.0,7.0,4.0,59.92,202.93,6.0,10.0,4.0,6.0,4.0,6.0,10.0,1
2023-03-21 00:00:00,7.0,7.0,10.0,3.0,1.0,41.75,241.82,4.0,8.0,6.0,6.0,5.0,7.0,9.0,1
2023-03-22 00:00:00,3.0,9.0,9.0,1.0,2.0,48.15,365.67,10.0,4.0,4.0,3.0,4.0,9.0,9.0,0
2023-03-23 00:00:00,4.0,7.0,3.0,5.0,8.0,27.73,422.72,3.0,5.0,4.0,4.0,5.0,7.0,7.0,0
2023-03-24 00:00:00,3.0,4.0,9.0,3.0,10.0,105.11,331.04,4.0,4.0,4.0,7.0,5.0,6.0,6.0,0
2023-03-25 00:00:00,2.0,3.0,0.0,0.0,8.0,119.1,498.54,7.0,1.0,3.0,6.0,5.0,6.0,6.0,0
2023-03-26 00:00:00,10.0,5.0,5.0,1.0,2.0,80.2,325.03,3.0,6.0,7.0,4.0,3.0,4.0,6.0,1
2023-03-27 00:00:00,3.0,6.0,7.0,6.0,4.0,29.86,250.73,4.0,9.0,5.0,7.0,2.0,6.0,5.0,0
2023-03-28 00:00:00,4.0,8.0,2.0,9.0,1.0,51.66,393.03,5.0,8.0,3.0,5.0,5.0,5.0,5.0,0
2023-03-29 00:00:00,5.0,5.0,2.0,3.0,7.0,32.67,320.75,5.0,2.0,3.0,7.0,2.0,4.0,6.0,0
2023-03-30 00:00:00,6.0,8.0,0.0,4.0,4.0,37.6,375.27,3.0,5.0,6.0,7.0,2.0,4.0,7.0,0
2023-03-31 00:00:00,3.0,9.0,10.0,4.0,8.0,56.03,491.66,4.0,6.0,3.0,6.0,5.0,2.0,4.0,0
2023-04-01 00:00:00,8.0,6.0,5.0,5.0,8.0,99.74,407.88,10.0,10.0,6.0,6.0,4.0,3.0,6.0,0
2023-04-02 00:00:00,3.0,9.0,8.0,6.0,9.0,3.31,197.54,2.0,7.0,4.0,6.0,4.0,5.0,8.0,0
2023-04-03 00:00:00,8.0,7.0,4.0,7.0,3.0,1.01,486.25,0.0,3.0,5.0,8.0,4.0,7.0,4.0,1
2023-04-04 00:00:00,7.0,7.0,8.0,6.0,5.0,11.07,342.21,3.0,2.0,6.0,6.0,6.0,4.0,3.0,0
2023-04-05 00:00:00,1.0,6.0,5.0,2.0,6.0,34.06,238.64,7.0,10.0,5.0,7.0,6.0,6.0,5.0,0
2023-04-06 00:00:00,9.0,6.0,8.0,8.0,6.0,69.51,138.06,6.0,6.0,7.0,8.0,6.0,7.0,5.0,0
2023-04-07 00:00:00,0.0,5.0,9.0,3.0,10.0,119.09,120.98,4.0,6.0,5.0,6.0,5.0,7.0,7.0,0
2023-04-08 00:00:00,8.0,5.0,10.0,6.0,8.0,109.17,418.79,2.0,3.0,4.0,7.0,6.0,8.0,7.0,0
2023-04-09 00:00:00,9.0,4.0,7.0,8.0,6.0,70.64,48.12,10.0,8.0,5.0,6.0,7.0,7.0,5.0,0
2023-04-10 00:00:00,2.0,7.0,10.0,6.0,5.0,20.4,303.02,0.0,3.0,5.0,5.0,6.0,8.0,6.0,0
2023-04-11 00:00:00,8.0,3.0,6.0,9.0,4.0,115.36,113.97,6.0,10.0,8.0,5.0,5.0,7.0,7.0,1
2023-04-12 00:00:00,9.0,9.0,4.0,5.0,7.0,108.51,341.63,10.0,6.0,7.0,5.0,8.0,9.0,8.0,0
2023-04-13 00:00:00,2.0,7.0,4.0,10.0,8.0,59.88,249.72,2.0,7.0,5.0,7.0,9.0,7.0,8.0,0
2023-04-14 00:00:00,6.0,6.0,8.0,9.0,3.0,33.9,489.77,3.0,4.0,6.0,7.0,10.0,9.0,7.0,0
2023-04-15 00:00:00,9.0,4.0,4.0,0.0,7.0,46.44,5.89,4.0,10.0,7.0,7.0,9.0,6.0,7.0,1
2023-04-16 00:00:00,9.0,9.0,6.0,1.0,3.0,13.65,218.5,7.0,8.0,6.0,6.0,6.0,6.0,8.0,1
2023-04-17 00:00:00,2.0,9.0,10.0,2.0,8.0,69.7,75.75,6.0,3.0,5.0,8.0,4.0,4.0,8.0,0
2023-04-18 00:00:00,2.0,8.0,3.0,7.0,1.0,14.28,178.0,9.0,7.0,8.0,6.0,4.0,8.0,7.0,1
2023-04-19 00:00:00,2.0,4.0,10.0,9.0,1.0,108.32,144.11,10.0,4.0,6.0,8.0,7.0,6.0,8.0,1
2023-04-20 00:00:00,1.0,6.0,6.0,6.0,6.0,4.89,415.07,2.0,7.0,6.0,7.0,7.0,6.0,7.0,0
2023-04-21 00:00:00,5.0,4.0,10.0,4.0,10.0,110.01,152.35,10.0,8.0,7.0,6.0,4.0,6.0,7.0,0
2023-04-22 00:00:00,5.0,4.0,2.0,3.0,9.0,79.68,120.5,9.0,6.0,4.0,6.0,3.0,9.0,7.0,0
2023-04-23 00:00:00,8.0,9.0,5.0,5.0,5.0,67.0,122.65,0.0,9.0,3.0,5.0,6.0,8.0,3.0,0
2023-04-24 00:00:00,9.0,9.0,5.0,4.0,6.0,21.08,149.33,0.0,10.0,5.0,6.0,7.0,7.0,6.0,0
2023-04-25 00:00:00,10.0,7.0,4.0,5.0,5.0,30.96,396.15,10.0,8.0,6.0,6.0,7.0,7.0,6.0,0
2023-04-26 00:00:00,3.0,10.0,7.0,10.0,1.0,20.9,380.13,0.0,0.0,6.0,9.0,4.0,7.0,5.0,1
2023-04-27 00:00:00,3.0,7.0,3.0,8.0,6.0,26.59,266.84,1.0,6.0,6.0,7.0,4.0,6.0,7.0,0
2023-04-28 00:00:00,2.0,6.0,1.0,6.0,9.0,108.78,326.65,1.0,10.0,6.0,7.0,5.0,3.0,7.0,0
2023-04-29 00:00:00,4.0,5.0,7.0,1.0,3.0,13.98,0.59,6.0,2.0,7.0,10.0,4.0,6.0,6.0,0
2023-04-30 00:00:00,7.0,10.0,10.0,5.0,3.0,43.04,159.93,9.0,6.0,6.0,8.0,5.0,6.0,7.0,1
2023-05-01 00:00:00,6.0,4.0,3.0,2.0,2.0,113.98,243.13,7.0,8.0,5.0,7.0,6.0,5.0,6.0,1
2023-05-02 00:00:00,8.0,10.0,5.0,8.0,5.0,85.27,374.17,3.0,8.0,4.0,6.0,6.0,4.0,7.0,0
2023-05-03 00:00:00,2.0,8.0,7.0,10.0,10.0,90.88,396.86,1.0,6.0,5.0,5.0,8.0,3.0,9.0,0
2023-05-04 00:00:00,6.0,4.0,7.0,7.0,3.0,105.31,250.05,2.0,6.0,3.0,8.0,5.0,4.0,6.0,1
2023-05-05 00:00:00,3.0,7.0,5.0,3.0,2.0,100.37,366.35,9.0,3.0,6.0,6.0,7.0,4.0,5.0,0
2023-05-06 00:00:00,1.0,9.0,5.0,9.0,1.0,119.94,63.15,4.0,5.0,7.0,9.0,7.0,5.0,7.0,0
2023-05-07 00:00:00,10.0,7.0,2.0,5.0,3.0,7.59,298.1,8.0,7.0,4.0,7.0,5.0,3.0,4.0,0
2023-05-08 00:00:00,5.0,10.0,2.0,7.0,10.0,32.33,247.15,6.0,7.0,6.0,9.0,9.0,3.0,6.0,0
2023-05-09 00:00:00,4.0,9.0,3.0,5.0,6.0,98.63,441.63,2.0,6.0,4.0,8.0,6.0,4.0,5.0,0
2023-05-10 00:00:00,6.0,6.0,3.0,3.0,9.0,72.44,295.67,8.0,10.0,7.0,8.0,5.0,3.0,7.0,0
2023-05-11 00:00:00,5.0,6.0,8.0,5.0,5.0,13.77,463.34,9.0,10.0,7.0,8.0,5.0,1.0,5.0,0
2023-05-12 00:00:00,3.0,10.0,0.0,9.0,3.0,61.09,450.75,2.0,7.0,5.0,9.0,7.0,3.0,7.0,0
2023-05-13 00:00:00,10.0,7.0,8.0,3.0,5.0,43.88,499.32,9.0,9.0,4.0,9.0,6.0,2.0,7.0,1
2023-05-14 00:00:00,3.0,4.0,5.0,9.0,6.0,83.0,114.23,7.0,4.0,7.0,7.0,5.0,4.0,8.0,0
2023-05-15 00:00:00,9.0,3.0,4.0,3.0,5.0,70.91,294.36,0.0,6.0,8.0,5.0,6.0,6.0,6.0,1
2023-05-16 00:00:00,5.0,7.0,3.0,3.0,7.0,56.81,0.0,3.0,6.0,7.0,4.0,7.0,5.0,8.0,0
2023-05-17 00:00:00,2.0,9.0,3.0,5.0,5.0,90.67,40.08,3.0,3.0,4.0,6.0,5.0,4.0,6.0,0
2023-05-18 00:00:00,2.0,9.0,3.0,3.0,7.0,114.66,171.89,5.0,10.0,5.0,8.0,5.0,4.0,5.0,0
2023-05-19 00:00:00,6.0,8.0,3.0,10.0,9.0,18.25,86.98,1.0,7.0,4.0,8.0,7.0,3.0,7.0,0
2023-05-20 00:00:00,2.0,4.0,10.0,7.0,6.0,120.08,481.38,6.0,10.0,5.0,8.0,5.0,7.0,5.0,1
2023-05-21 00:00:00,10.0,5.0,5.0,0.0,2.0,15.44,96.73,4.0,5.0,4.0,6.0,4.0,4.0,7.0,1
2023-05-22 00:00:00,4.0,9.0,9.0,10.0,5.0,73.95,87.97,10.0,4.0,4.0,8.0,6.0,4.0,7.0,0
2023-05-23 00:00:00,2.0,4.0,1.0,10.0,8.0,104.31,250.26,5.0,0.0,5.0,6.0,3.0,4.0,3.0,0
2023-05-24 00:00:00,4.0,4.0,2.0,4.0,4.0,7.05,333.7,10.0,10.0,5.0,8.0,6.0,2.0,9.0,0
2023-05-25 00:00:00,2.0,4.0,5.0,6.0,2.0,32.61,464.08,5.0,5.0,4.0,6.0,9.0,3.0,7.0,1
2023-05-26 00:00:00,5.0,8.0,10.0,9.0,10.0,72.85,139.77,10.0,1.0,3.0,5.0,7.0,6.0,3.0,0
2023-05-27 00:00:00,3.0,10.0,2.0,5.0,3.0,16.83,70.09,5.0,9.0,4.0,8.0,9.0,4.0,5.0,0
2023-05-28 00:00:00,7.0,5.0,5.0,4.0,9.0,33.7,135.58,9.0,9.0,3.0,5.0,8.0,7.0,5.0,1
2023-05-29 00:00:00,9.0,7.0,8.0,3.0,9.0,42.03,490.62,6.0,6.0,5.0,7.0,6.0,3.0,6.0,0
2023-05-30 00:00:00,6.0,7.0,3.0,7.0,8.0,49.15,446.35,9.0,5.0,4.0,8.0,6.0,5.0,6.0,0
2023-05-31 00:00:00,2.0,10.0,1.0,2.0,8.0,1.79,98.29,3.0,4.0,4.0,7.0,6.0,5.0,6.0,0
2023-06-01 00:00:00,0.0,4.0,5.0,10.0,8.0,102.95,149.58,9.0,1.0,6.0,6.0,5.0,5.0,7.0,0
2023-06-02 00:00:00,2.0,6.0,1.0,1.0,8.0,90.3,436.58,7.0,3.0,4.0,7.0,5.0,4.0,5.0,0
2023-06-03 00:00:00,2.0,6.0,4.0,3.0,7.0,57.73,173.98,8.0,4.0,3.0,8.0,6.0,3.0,4.0,0
2023-06-04 00:00:00,5.0,9.0,10.0,9.0,1.0,27.21,166.13,3.0,5.0,3.0,7.0,5.0,4.0,4.0,1
2023-06-05 00:00:00,6.0,6.0,5.0,10.0,6.0,45.07,342.3,0.0,6.0,4.0,9.0,8.0,5.0,3.0,0
2023-06-06 00:00:00,6.0,4.0,10.0,6.0,9.0,62.9,409.29,2.0,3.0,3.0,6.0,8.0,4.0,2.0,0
2023-06-07 00:00:00,5.0,8.0,6.0,6.0,8.0,68.77,256.11,0.0,10.0,4.0,5.0,7.0,5.0,4.0,0
2023-06-08 00:00:00,4.0,8.0,10.0,3.0,4.0,46.17,396.83,6.0,3.0,5.0,6.0,7.0,7.0,6.0,0
2023-06-09 00:00:00,3.0,3.0,8.0,4.0,1.0,12.43,223.6,0.0,8.0,3.0,6.0,5.0,7.0,7.0,1
2023-06-10 00:00:00,6.0,9.0,9.0,8.0,2.0,6.49,498.95,10.0,2.0,5.0,8.0,4.0,9.0,5.0,1
2023-06-11 00:00:00,6.0,4.0,9.0,2.0,1.0,73.01,366.38,3.0,2.0,7.0,5.0,6.0,8.0,5.0,1
2023-06-12 00:00:00,0.0,7.0,3.0,2.0,7.0,78.19,329.01,0.0,2.0,4.0,6.0,3.0,7.0,3.0,0
2023-06-13 00:00:00,6.0,6.0,2.0,3.0,5.0,30.24,63.8,1.0,6.0,4.0,8.0,4.0,6.0,5.0,0
2023-06-14 00:00:00,0.0,7.0,5.0,3.0,2.0,91.93,67.99,10.0,1.0,5.0,6.0,5.0,8.0,4.0,0
2023-06-15 00:00:00,1.0,6.0,2.0,4.0,8.0,105.05,66.14,0.0,2.0,4.0,7.0,5.0,7.0,2.0,0
2023-06-16 00:00:00,4.0,9.0,3.0,7.0,9.0,116.81,432.06,4.0,1.0,3.0,7.0,3.0,4.0,2.0,0
2023-06-17 00:00:00,4.0,8.0,9.0,10.0,7.0,79.91,49.19,6.0,2.0,2.0,8.0,4.0,6.0,1.0,0
2023-06-18 00:00:00,5.0,7.0,7.0,2.0,4.0,50.07,313.37,2.0,6.0,3.0,6.0,4.0,4.0,1.0,0
2023-06-19 00:00:00,2.0,9.0,6.0,5.0,1.0,28.41,307.94,7.0,10.0,4.0,10.0,4.0,5.0,2.0,0
2023-06-20 00:00:00,0.0,8.0,4.0,10.0,4.0,111.96,90.29,4.0,5.0,3.0,7.0,5.0,7.0,4.0,0
2023-06-21 00:00:00,2.0,3.0,7.0,2.0,4.0,106.88,113.98,4.0,4.0,3.0,8.0,8.0,3.0,5.0,0
2023-06-22 00:00:00,7.0,5.0,7.0,10.0,8.0,14.07,372.98,4.0,2.0,3.0,9.0,6.0,6.0,4.0,0
2023-06-23 00:00:00,6.0,10.0,10.0,2.0,4.0,88.45,55.87,7.0,8.0,2.0,8.0,5.0,6.0,5.0,0
2023-06-24 00:00:00,3.0,4.0,10.0,8.0,4.0,75.09,341.54,1.0,3.0,1.0,6.0,6.0,7.0,6.0,1
2023-06-25 00:00:00,10.0,8.0,8.0,10.0,2.0,24.08,17.39,0.0,2.0,3.0,7.0,6.0,5.0,4.0,1
2023-06-26 00:00:00,6.0,9.0,10.0,10.0,10.0,59.81,271.15,6.0,6.0,4.0,7.0,8.0,8.0,3.0,0
2023-06-27 00:00:00,7.0,4.0,9.0,7.0,7.0,39.46,128.28,8.0,7.0,6.0,5.0,6.0,8.0,2.0,1
2023-06-28 00:00:00,0.0,8.0,8.0,8.0,4.0,68.15,493.53,10.0,4.0,4.0,8.0,7.0,10.0,3.0,0
2023-06-29 00:00:00,6.0,7.0,1.0,4.0,6.0,3.66,268.15,9.0,5.0,7.0,7.0,7.0,7.0,6.0,0
2023-06-30 00:00:00,3.0,8.0,5.0,5.0,3.0,106.91,428.23,9.0,6.0,7.0,7.0,7.0,7.0,5.0,0
2023-07-01 00:00:00,2.0,3.0,7.0,2.0,6.0,110.97,78.82,1.0,7.0,4.0,7.0,6.0,7.0,7.0,0
2023-07-02 00:00:00,3.0,3.0,6.0,9.0,6.0,104.18,455.15,3.0,3.0,4.0,6.0,6.0,5.0,6.0,0
2023-07-03 00:00:00,6.0,7.0,5.0,4.0,3.0,56.21,297.61,7.0,9.0,5.0,7.0,4.0,5.0,6.0,0
2023-07-04 00:00:00,7.0,9.0,8.0,10.0,4.0,30.34,455.05,1.0,0.0,5.0,6.0,2.0,4.0,6.0,0
2023-07-05 00:00:00,1.0,9.0,5.0,3.0,10.0,1.65,309.23,3.0,4.0,4.0,4.0,5.0,4.0,5.0,0
2023-07-06 00:00:00,4.0,7.0,6.0,0.0,5.0,116.01,200.99,9.0,5.0,3.0,8.0,3.0,6.0,5.0,0
2023-07-07 00:00:00,3.0,4.0,3.0,5.0,9.0,66.2,224.09,0.0,4.0,5.0,5.0,5.0,5.0,3.0,0
2023-07-08 00:00:00,8.0,8.0,5.0,5.0,6.0,89.04,158.3,1.0,7.0,6.0,7.0,5.0,7.0,7.0,1
2023-07-09 00:00:00,10.0,5.0,4.0,5.0,4.0,48.57,203.04,6.0,9.0,8.0,6.0,4.0,6.0,6.0,1
2023-07-10 00:00:00,7.0,9.0,8.0,8.0,7.0,16.32,135.74,0.0,3.0,7.0,7.0,4.0,7.0,4.0,0
2023-07-11 00:00:00,10.0,9.0,10.0,8.0,2.0,59.18,484.08,0.0,8.0,5.0,6.0,4.0,7.0,7.0,1
2023-07-12 00:00:00,3.0,8.0,4.0,2.0,4.0,72.86,71.47,0.0,7.0,6.0,9.0,4.0,6.0,7.0,0
2023-07-13 00:00:00,7.0,10.0,9.0,5.0,5.0,65.2,46.42,3.0,4.0,8.0,8.0,7.0,6.0,6.0,0
2023-07-14 00:00:00,8.0,3.0,10.0,8.0,4.0,86.6,16.53,6.0,2.0,6.0,8.0,6.0,8.0,6.0,1
2023-07-15 00:00:00,3.0,8.0,9.0,9.0,4.0,74.39,477.39,3.0,4.0,7.0,8.0,8.0,5.0,6.0,0
2023-07-16 00:00:00,5.0,5.0,10.0,4.0,9.0,22.52,479.13,4.0,2.0,7.0,7.0,5.0,9.0,4.0,0
2023-07-17 00:00:00,6.0,10.0,6.0,10.0,1.0,97.64,486.71,3.0,4.0,4.0,5.0,7.0,9.0,5.0,0
2023-07-18 00:00:00,2.0,5.0,3.0,10.0,6.0,85.72,469.95,3.0,6.0,4.0,8.0,6.0,8.0,5.0,0
2023-07-19 00:00:00,9.0,9.0,4.0,6.0,8.0,31.23,265.98,8.0,1.0,4.0,5.0,7.0,8.0,2.0,0
2023-07-20 00:00:00,3.0,9.0,7.0,5.0,8.0,86.58,444.45,5.0,8.0,6.0,7.0,7.0,10.0,4.0,0
2023-07-21 00:00:00,10.0,4.0,5.0,5.0,7.0,96.91,338.7,2.0,2.0,7.0,6.0,7.0,6.0,8.0,0
2023-07-22 00:00:00,0.0,6.0,6.0,10.0,10.0,104.0,17.82,5.0,3.0,4.0,6.0,6.0,4.0,5.0,0
2023-07-23 00:00:00,8.0,9.0,8.0,9.0,4.0,18.24,98.94,6.0,5.0,6.0,8.0,8.0,5.0,3.0,0
2023-07-24 00:00:00,1.0,6.0,8.0,4.0,7.0,65.39,115.13,6.0,8.0,4.0,7.0,8.0,5.0,4.0,0
2023-07-25 00:00:00,9.0,5.0,10.0,4.0,10.0,58.39,345.43,7.0,0.0,7.0,6.0,4.0,5.0,5.0,1
2023-07-26 00:00:00,6.0,5.0,7.0,1.0,6.0,114.38,72.8,3.0,3.0,4.0,5.0,4.0,9.0,5.0,0
2023-07-27 00:00:00,9.0,3.0,6.0,5.0,5.0,64.15,279.24,0.0,4.0,5.0,5.0,6.0,6.0,5.0,0
2023-07-28 00:00:00,9.0,9.0,7.0,4.0,2.0,14.19,268.21,6.0,3.0,6.0,6.0,6.0,6.0,3.0,0
2023-07-29 00:00:00,7.0,7.0,7.0,9.0,8.0,119.5,123.74,7.0,3.0,8.0,5.0,1.0,7.0,3.0,0
2023-07-30 00:00:00,10.0,4.0,2.0,8.0,8.0,83.83,115.44,4.0,5.0,6.0,5.0,5.0,6.0,3.0,0
2023-07-31 00:00:00,3.0,6.0,9.0,5.0,7.0,33.94,173.15,2.0,8.0,6.0,5.0,5.0,6.0,2.0,0
2023-08-01 00:00:00,2.0,6.0,9.0,1.0,9.0,67.99,179.82,3.0,5.0,7.0,9.0,5.0,4.0,4.0,0
2023-08-02 00:00:00,10.0,4.0,10.0,2.0,8.0,105.91,224.98,6.0,7.0,8.0,6.0,5.0,5.0,4.0,1
2023-08-03 00:00:00,9.0,6.0,7.0,10.0,9.0,26.01,155.59,5.0,8.0,7.0,5.0,5.0,7.0,5.0,1
2023-08-04 00:00:00,8.0,5.0,9.0,10.0,9.0,86.92,162.93,4.0,8.0,6.0,6.0,7.0,8.0,5.0,1
2023-08-05 00:00:00,6.0,6.0,4.0,9.0,6.0,6.07,69.65,8.0,6.0,7.0,7.0,4.0,7.0,8.0,0
2023-08-06 00:00:00,8.0,8.0,1.0,5.0,2.0,4.05,498.08,9.0,4.0,6.0,6.0,7.0,6.0,5.0,0
2023-08-07 00:00:00,4.0,5.0,7.0,1.0,7.0,109.08,220.95,2.0,6.0,5.0,5.0,6.0,7.0,7.0,0
2023-08-08 00:00:00,4.0,7.0,7.0,2.0,3.0,32.2,125.43,6.0,10.0,8.0,5.0,5.0,8.0,7.0,0
2023-08-09 00:00:00,0.0,7.0,5.0,6.0,7.0,56.94,143.75,8.0,1.0,6.0,7.0,8.0,7.0,5.0,0
2023-08-10 00:00:00,8.0,7.0,10.0,7.0,8.0,48.03,174.86,10.0,8.0,7.0,7.0,5.0,7.0,7.0,0
2023-08-11 00:00:00,3.0,8.0,6.0,10.0,10.0,16.14,459.21,10.0,5.0,4.0,8.0,8.0,7.0,5.0,0
2023-08-12 00:00:00,7.0,7.0,10.0,7.0,10.0,108.59,150.98,2.0,7.0,5.0,6.0,7.0,10.0,6.0,0
2023-08-13 00:00:00,1.0,9.0,6.0,1.0,2.0,41.13,180.8,9.0,4.0,6.0,7.0,5.0,6.0,5.0,0
2023-08-14 00:00:00,4.0,8.0,9.0,1.0,6.0,92.63,373.83,9.0,8.0,5.0,8.0,6.0,7.0,8.0,0
2023-08-15 00:00:00,7.0,6.0,10.0,9.0,6.0,71.28,477.85,2.0,8.0,5.0,9.0,6.0,9.0,6.0,0
2023-08-16 00:00:00,6.0,9.0,1.0,2.0,9.0,39.39,346.5,0.0,4.0,4.0,8.0,2.0,5.0,6.0,0
2023-08-17 00:00:00,2.0,7.0,9.0,9.0,9.0,45.34,496.86,8.0,4.0,4.0,9.0,6.0,8.0,6.0,0
2023-08-18 00:00:00,8.0,5.0,10.0,3.0,5.0,69.6,83.88,0.0,7.0,6.0,9.0,6.0,7.0,6.0,0
2023-08-19 00:00:00,9.0,5.0,6.0,2.0,5.0,68.69,362.96,1.0,2.0,5.0,7.0,5.0,8.0,4.0,0
2023-08-20 00:00:00,6.0,4.0,2.0,4.0,9.0,66.59,382.41,8.0,10.0,7.0,7.0,5.0,7.0,6.0,0
2023-08-21 00:00:00,9.0,10.0,6.0,3.0,8.0,0.72,119.37,4.0,8.0,7.0,4.0,4.0,6.0,6.0,0
2023-08-22 00:00:00,10.0,8.0,10.0,0.0,6.0,77.9,128.22,3.0,0.0,9.0,7.0,2.0,7.0,4.0,0
2023-08-23 00:00:00,4.0,10.0,9.0,7.0,7.0,94.61,462.05,8.0,3.0,7.0,7.0,7.0,7.0,5.0,0
2023-08-24 00:00:00,0.0,7.0,3.0,5.0,6.0,88.38,450.22,8.0,2.0,7.0,8.0,5.0,8.0,4.0,0
2023-08-25 00:00:00,4.0,6.0,9.0,8.0,3.0,110.32,4.38,1.0,5.0,8.0,9.0,5.0,8.0,5.0,1
2023-08-26 00:00:00,10.0,3.0,8.0,4.0,7.0,95.87,332.91,2.0,6.0,6.0,8.0,4.0,5.0,6.0,1
2023-08-27 00:00:00,6.0,8.0,4.0,10.0,8.0,50.53,182.06,2.0,7.0,8.0,5.0,6.0,9.0,4.0,0
2023-08-28 00:00:00,7.0,7.0,6.0,9.0,8.0,34.15,37.03,4.0,6.0,5.0,6.0,7.0,6.0,5.0,0
2023-08-29 00:00:00,4.0,10.0,9.0,0.0,1.0,118.15,416.07,2.0,1.0,6.0,8.0,6.0,6.0,4.0,0
2023-08-30 00:00:00,1.0,5.0,6.0,1.0,7.0,68.16,115.5,9.0,8.0,5.0,7.0,6.0,5.0,6.0,0
2023-08-31 00:00:00,10.0,6.0,7.0,5.0,3.0,4.03,101.13,5.0,7.0,5.0,8.0,6.0,8.0,7.0,1
2023-09-01 00:00:00,4.0,7.0,3.0,8.0,2.0,98.88,7.27,1.0,6.0,8.0,8.0,8.0,3.0,8.0,0
2023-09-02 00:00:00,5.0,7.0,10.0,3.0,2.0,16.88,216.94,5.0,3.0,6.0,6.0,4.0,5.0,5.0,0
2023-09-03 00:00:00,7.0,7.0,10.0,6.0,8.0,51.62,205.88,5.0,0.0,7.0,9.0,5.0,6.0,6.0,0
2023-09-04 00:00:00,2.0,8.0,3.0,9.0,9.0,50.41,76.89,1.0,8.0,6.0,7.0,5.0,7.0,4.0,0
2023-09-05 00:00:00,4.0,4.0,8.0,7.0,3.0,13.28,366.9,5.0,7.0,4.0,7.0,6.0,5.0,6.0,0
2023-09-06 00:00:00,5.0,8.0,1.0,6.0,3.0,28.12,403.11,5.0,5.0,4.0,6.0,3.0,6.0,5.0,0
2023-09-07 00:00:00,3.0,7.0,7.0,8.0,6.0,7.12,54.18,5.0,6.0,5.0,8.0,6.0,6.0,5.0,0
2023-09-08 00:00:00,6.0,10.0,6.0,3.0,10.0,96.75,303.23,4.0,5.0,4.0,9.0,7.0,6.0,5.0,0
2023-09-09 00:00:00,9.0,9.0,5.0,5.0,1.0,102.66,465.88,6.0,8.0,6.0,9.0,3.0,6.0,7.0,1
2023-09-10 00:00:00,4.0,5.0,6.0,5.0,6.0,0.22,439.39,5.0,10.0,5.0,7.0,7.0,3.0,7.0,0
2023-09-11 00:00:00,2.0,5.0,10.0,6.0,3.0,28.18,480.49,10.0,10.0,5.0,7.0,7.0,6.0,6.0,1
2023-09-12 00:00:00,10.0,10.0,4.0,4.0,4.0,35.23,227.21,0.0,8.0,5.0,9.0,7.0,5.0,10.0,0
2023-09-13 00:00:00,2.0,6.0,1.0,7.0,9.0,50.37,86.76,8.0,2.0,3.0,7.0,4.0,3.0,8.0,0
2023-09-14 00:00:00,2.0,9.0,1.0,9.0,3.0,36.0,8.84,2.0,0.0,5.0,9.0,4.0,2.0,7.0,0
2023-09-15 00:00:00,7.0,4.0,2.0,4.0,1.0,92.23,306.68,1.0,8.0,5.0,8.0,5.0,4.0,7.0,1
2023-09-16 00:00:00,1.0,8.0,0.0,6.0,3.0,68.35,432.84,9.0,6.0,5.0,6.0,6.0,4.0,7.0,0
2023-09-17 00:00:00,9.0,8.0,7.0,0.0,7.0,51.91,288.85,5.0,8.0,5.0,6.0,5.0,5.0,7.0,0
2023-09-18 00:00:00,8.0,9.0,4.0,0.0,7.0,94.81,162.73,8.0,8.0,6.0,8.0,2.0,2.0,5.0,0
2023-09-19 00:00:00,10.0,5.0,9.0,4.0,5.0,51.24,238.07,1.0,5.0,5.0,8.0,3.0,3.0,4.0,0
2023-09-20 00:00:00,4.0,8.0,2.0,8.0,1.0,87.34,315.84,3.0,4.0,7.0,10.0,6.0,2.0,4.0,0
2023-09-21 00:00:00,10.0,6.0,6.0,8.0,8.0,81.97,482.95,1.0,9.0,7.0,8.0,3.0,4.0,7.0,0
2023-09-22 00:00:00,5.0,3.0,6.0,4.0,10.0,11.36,143.1,8.0,2.0,7.0,6.0,6.0,5.0,7.0,0
